county_name,per_dem_2012,per_gop_2012,per_dem_2016,per_gop_2016,per_dem_2020,per_gop_2020
Boone County,0.2448740480374927,0.7253140662630997,0.1838235294117647,0.7682880844645551,0.4079412217437499,0.568823045761891
Bradley County,0.3981838194826637,0.5828288387451843,0.3641139065523915,0.5980094000552945,0.22701662500495973,0.7543546403205967
Calhoun County,0.3035878564857405,0.6706531738730451,0.2826666666666667,0.6906666666666667,0.3564484849982089,0.6288832343095717
Carroll County,0.3628588281557215,0.6017499016909162,0.3128753753753753,0.6356043543543544,0.30813591455167794,0.6683324805952509
Chicot County,0.6074294886493924,0.382939692731025,0.5664015425403712,0.4135936370209689,0.5508164757494516,0.42700463075798195
Clark County,0.4530097549369498,0.5166547704020937,0.4310818888224746,0.5257621040047818,0.5094020964901457,0.4681642531043534
Clay County,0.3401174168297456,0.6311154598825832,0.3343927735028437,0.6321512211441954,0.3684744408945687,0.6139536741214058
Cleburne County,0.2248561367345186,0.7464570986859057,0.1755514705882352,0.7899398395721925,0.1337720399859346,0.8445270507861556
Cleveland County,0.2587262706674831,0.7082057562767912,0.2191573204001212,0.7456805092452258,0.38602406603849193,0.591587190730797
Columbia County,0.3762030671602326,0.612374405076679,0.3553242050469616,0.6174040964128098,0.40075212682203487,0.5798905441454112
Conway County,0.3887881926462972,0.5840238218539617,0.3387775934668878,0.6180936582876101,0.43970164222138647,0.5288328945718942
Craighead County,0.3316884032428622,0.6422917935078668,0.2995309997712194,0.6519675131548844,0.30954792137311415,0.6636545402612241
Crawford County,0.2369419317187044,0.7355801964789417,0.202031144211239,0.7517490408485669,0.28428512930355626,0.6988502850663055
Crittenden County,0.5860890865725521,0.3991491007542062,0.5296873021901507,0.4401190024053678,0.4485904216604396,0.5232665340385269
Cross County,0.3411676646706587,0.6389221556886228,0.2920509442248573,0.67003367003367,0.25525785076346874,0.7124747911264765
Dallas County,0.4336685047032111,0.5397340253000324,0.4250273622765414,0.549799343305363,0.6360356045104877,0.34660337064247715
Desha County,0.5549528301886792,0.4261792452830188,0.5269758637008992,0.4531471840984382,0.484149855907781,0.4613352545629203
Drew County,0.396468457591307,0.586024750980984,0.3608058608058608,0.6054639804639804,0.3511870295309786,0.6295599305153445
Faulkner County,0.3281302937902328,0.6450075020570156,0.3132818566128893,0.6291519282201709,0.3370875284779893,0.6324134636584111
Franklin County,0.2638018045572717,0.7082122648723046,0.2054344580471782,0.7515676321289937,0.5176424067058888,0.4655692776371595
Fulton County,0.3210968597965501,0.6521450685537373,0.2249156829679595,0.7314502529510961,0.6645914396887159,0.32257790275643333
Garland County,0.3393644402538162,0.6378787492673479,0.3045095074001537,0.6458834320846866,0.31742701544504953,0.6579323274707616
Grant County,0.2264587835751775,0.7454461253473295,0.2052516411378555,0.7527352297592997,0.31582464311025615,0.6626168539705038
Greene County,0.29067907517813,0.6591537007416024,0.2118984884204687,0.7417833864928581,0.354942622338246,0.6254848045190868
Hempstead County,0.3564098858216505,0.6191646191646192,0.3394902634593356,0.6287227949599083,0.31220794392523366,0.6527453271028038
Hot Spring County,0.3402437939318444,0.6305721149568467,0.2655099449851883,0.6900550148116801,0.2454407899976109,0.7328183483316079
Howard County,0.3303914912876216,0.6476578411405295,0.2913249892101855,0.6808372895986189,0.5943795154700052,0.3793727979962509
Independence County,0.2646489104116222,0.7041162227602905,0.2140891170125716,0.7383024622480101,0.1933572216097023,0.7752205071664829
Izard County,0.2941840767927724,0.6721249764728026,0.2058932542624166,0.7490733876945885,0.1757314974182444,0.7970740103270224
Jackson County,0.3920944173847883,0.5741850880479581,0.3108187708619674,0.6404869428627528,0.4497464046678229,0.5300255681310233
Jefferson County,0.6379184329776348,0.3477196316328022,0.6121169645290659,0.359420628431258,0.5118821324195343,0.46769200628136703
Johnson County,0.3453621031746032,0.6256200396825397,0.2690896965655218,0.6748916305435145,0.4623261229241988,0.5141001286843556
Lafayette County,0.4006147540983606,0.5846994535519126,0.3626102292768959,0.6172839506172839,0.35249332467345024,0.6301508262971783
Lawrence County,0.322557341520679,0.638432364096081,0.2243737786462959,0.7219754841001954,0.3129302696316821,0.6714222679805854
Lee County,0.6153621495327103,0.3738317757009345,0.5775632490013316,0.409121171770972,0.3907214201427623,0.5981426075069479
Lincoln County,0.3822818791946308,0.5903355704697987,0.3282642894598846,0.6436811746198217,0.3094464052065193,0.670958003260261
Little River County,0.3072658879429816,0.6701643238962581,0.2690677966101695,0.6941448382126348,0.2368166892022407,0.7175970639366428
Logan County,0.2740791268758527,0.6927694406548431,0.2183952034698303,0.7318535527490752,0.226806668438841,0.7538544791706224
Lonoke County,0.2330274467466677,0.7417265290869077,0.2106403646417096,0.7435552566689083,0.21805492140108276,0.7463309634074751
Madison County,0.3196284452565859,0.6490025887010812,0.2340017693895606,0.7250073724565025,0.397637401845771,0.5802440291123437
Marion County,0.2879499217527386,0.6787594252382985,0.2049717177731467,0.7557308722834177,0.48605897081088806,0.4948143385037599
Miller County,0.2947354687194207,0.6929349598799661,0.2668123634093037,0.7051514205432408,0.22148369822019215,0.7611277366514412
Mississippi County,0.4828077009513821,0.494344145628886,0.4325509811465948,0.537745286648711,0.3354778336647561,0.6335828751900807
Monroe County,0.4900928792569659,0.4907120743034056,0.4692697035430224,0.5061460592913956,0.5052898056492593,0.47643643200796326
Montgomery County,0.2703496914487217,0.6958565971201881,0.2133526850507982,0.7468795355587808,0.574287591198321,0.40861324416164174
Nevada County,0.3882978723404255,0.5898345153664303,0.3575626353232292,0.6189297865759357,0.5497386043233082,0.4245770676691729
Newton County,0.2712373668396613,0.6850587271237367,0.1873492361297239,0.7705708925221121,0.5175491400491401,0.46707002457002456
Ouachita County,0.4489954382218771,0.5353780452295448,0.4372027122760854,0.5411395607732011,0.41489251220272094,0.5497974867587496
Perry County,0.301498602997206,0.6553213106426213,0.2456681699501542,0.7070970804652267,0.2697306498447982,0.7153799939921899
Phillips County,0.6555696202531646,0.3279746835443038,0.622570351029881,0.3543661154627212,0.3508711521245093,0.6255767509124716
Pike County,0.2244520728809083,0.7517824135199366,0.172901921132457,0.7962588473205258,0.3037541182590602,0.6842668053869718
Poinsett County,0.316158940397351,0.6578807947019868,0.3554798409994321,0.5960628430815824,0.18933652439835127,0.7868634490094403
Polk County,0.2015282994430773,0.7706255666364461,0.1489964290112055,0.8134466198743997,0.44652837441085375,0.5370158629352256
Pope County,0.2505149583128985,0.7225600784698382,0.2236249709909491,0.7284288698073799,0.2581700318177763,0.7202117220256327
Prairie County,0.2798340778557753,0.6857051691129546,0.2385428907168037,0.7353113983548766,0.18400566171266808,0.7994810096720925
Pulaski County,0.5473263965295023,0.4329068561189526,0.5666527186041793,0.3878956177723676,0.4875986998669764,0.4895635442049296
Randolph County,0.3429724277067922,0.6218897108271688,0.2257246950736575,0.7140820529067005,0.296228447620033,0.6890492912743672
Saline County,0.2734439745850953,0.700439873350475,0.2548921513921225,0.689846260414462,0.29611777210091556,0.6811053720934569
Scott County,0.2460819356612592,0.7231234533956558,0.1680477295326483,0.7882001988730527,0.40600017347809114,0.5740606884188918
Searcy County,0.2203573362208987,0.7306442880346508,0.1625202812330989,0.7990805840995132,0.14630505100771335,0.8372729534710127
Sebastian County,0.3018689432395016,0.6727734194739271,0.2797254172693252,0.6604908510687145,0.3073186253712346,0.6618158676283411
Sevier County,0.2407578558225508,0.7243530499075785,0.2379898162497232,0.7263670577817135,0.18478849407783418,0.7905076142131979
Sharp County,0.2872837132655864,0.6756385608349355,0.2047287899860917,0.7517385257301809,0.18477398889770025,0.7848268569918054
St. Francis County,0.5799775589078668,0.4097992768981424,0.5438478143550999,0.4310577441985969,0.5065959472324222,0.4573643410852713
Stone County,0.2534105774621566,0.7051018501214726,0.2151257463361679,0.7383752487787226,0.20087309204619339,0.7857828415740425
Union County,0.3602564102564102,0.6233100233100233,0.3468600807932427,0.6243726282286693,0.4798423275657234,0.5046085319015381
Van Buren County,0.2843793801588538,0.6793334371593209,0.2175502742230347,0.7568555758683729,0.3723363250922306,0.6101169172035313
Washington County,0.40062080847489,0.5634264071421452,0.4132406945350786,0.51716504804678,0.4442851925444869,0.5319187873156256
White County,0.2174815150143353,0.7546778331069866,0.1878620086699938,0.7663837382973298,0.1979315685167929,0.7842977701363643
Woodruff County,0.4990689013035381,0.4569832402234637,0.4380392156862745,0.5270588235294118,0.345718901453958,0.6231825525040388
Yell County,0.2880589515993971,0.6767710601239323,0.2303959931131632,0.7199874784786352,0.19047619047619047,0.7752558967512239
Apache County,0.6610249361869233,0.3219320636167288,0.6536255962270218,0.2848491344659413,0.662052695904272,0.32521388170423216
Cochise County,0.3705911915204678,0.6108826754385965,0.3543931211903492,0.5802489164947737,0.3924396011443123,0.5879814131926645
Coconino County,0.5629572583750482,0.4143242202541394,0.5632887444634869,0.3688708851743862,0.6094129195866168,0.36882720257410084
Gila County,0.3599069112951236,0.6237484440114738,0.3152631087017478,0.6389382185250958,0.32310860611315845,0.6639569333044295
Graham County,0.3043698329677746,0.6812890163657837,0.2764888181589748,0.6721668481447357,0.24619567809950865,0.7399227209845919
Greenlee County,0.4407806191117093,0.5349932705248991,0.3367252543940796,0.5834104224483503,0.32049891540130154,0.65970715835141
La Paz County,0.3289313287281593,0.6511580658268996,0.2672885824376394,0.685662137497465,0.2997319034852547,0.6875335120643432
Maricopa County,0.4313433439370248,0.5516685649970345,0.456797128627695,0.4912624154071688,0.5029169233742857,0.4811196076299545
Mohave County,0.2778510667333849,0.7042108295804334,0.2222027524296054,0.736712989796331,0.23715199847189725,0.7500596915142543
Navajo County,0.4516282320055905,0.5354297693920336,0.43384450281002,0.513005168177582,0.45155746094278043,0.5340942007994902
Pima County,0.5214927078566414,0.4631015556383006,0.5423215305381387,0.4075235196611616,0.5856740952691868,0.39897068566545363
Pinal County,0.405604127708319,0.5771252900459178,0.3809711635840307,0.5741378391343746,0.40589719893859066,0.57867885882283
Santa Cruz County,0.6827407514034836,0.3048078307182956,0.7157979364866676,0.244539729331368,0.775044567618051,0.20157948855235858
Yavapai County,0.3370596135964459,0.6445397251782209,0.3201659840482863,0.6344255227419703,0.3461892797319933,0.6387981574539363
Yuma County,0.413290113452188,0.574627965227641,0.4498638337545082,0.5050663657106406,0.44047952794798884,0.5425527654291321
Alameda County,0.7845665901365722,0.1868420769861708,0.7931424750691053,0.1487112582457456,0.8022962497272246,0.1770559475439818
Alpine County,0.6012364760432767,0.3647604327666151,0.5530434782608695,0.3669565217391304,0.6423751686909581,0.3292847503373819
Amador County,0.3921453309808534,0.5817813500620793,0.3435354358198533,0.595775631327825,0.3655725943861537,0.6091381938839566
Butte County,0.4641620227185268,0.5032852073029944,0.4402654615410885,0.4803009778364657,0.4762005930222891,0.49569088944106265
Calaveras County,0.4008879744436623,0.5705235800530619,0.3464672696337423,0.5852959613145876,0.36982771314975704,0.6080842291267855
Colusa County,0.3832907075873827,0.6003410059676044,0.3967853766151906,0.5458556571068389,0.4067412904037228,0.5727581436297321
Contra Costa County,0.6571427758023327,0.3204121199008133,0.6891281143923149,0.2543897185387478,0.716387660650689,0.2630232438105397
Del Norte County,0.4277078085642317,0.5360201511335012,0.3722892853327636,0.5484456788804615,0.4084002794271743,0.5641809290953546
El Dorado County,0.3960871943484282,0.577970974011615,0.3949769130766127,0.5338346707311606,0.44447984294546145,0.5324527717026296
Fresno County,0.4763653713854552,0.5056645436186503,0.4941182111690055,0.4553151871623565,0.5291124944834146,0.45082221107483644
Glenn County,0.3583460949464012,0.6134325092977466,0.326793901268792,0.6171233606994349,0.35379029401346085,0.625487070492384
Humboldt County,0.599904903931358,0.3383042641941688,0.5825900820549411,0.323552146509692,0.5846617679369187,0.3840783145765691
Imperial County,0.6361417695698102,0.3476851345936692,0.6862700031602839,0.2677047720286149,0.6114108395923693,0.3675552734581614
Inyo County,0.426857406552838,0.5446854330103061,0.3945722861430715,0.5312656328164082,0.48876700769960973,0.4872903702141124
Kern County,0.3847938328297128,0.5938756572842561,0.3972028935583879,0.547314272591572,0.4369418070544449,0.5388924927758448
Kings County,0.4075118617074222,0.5701582666976343,0.400062015503876,0.5409612403100775,0.7540185975011174,0.23690091776078065
Lake County,0.5627995575765024,0.3978124615951825,0.4783441931774626,0.4409352242238405,0.5163147179999938,0.4679302287983837
Lassen County,0.2870885598415543,0.6848061869282278,0.2133947418921512,0.7267319132604106,0.23354192740926158,0.7484355444305382
Los Angeles County,0.6887373247897642,0.2881539325227185,0.7140718653188903,0.2338869382128388,0.7104316863154967,0.2686865990702819
Madera County,0.3922525639441492,0.5866180649944397,0.3876776697895689,0.5609841520007005,0.4312572130598265,0.5468523137634489
Marin County,0.7397820437926798,0.2351489636001047,0.7889462634057766,0.1613119219202179,0.8234093491055898,0.15797074473206205
Mariposa County,0.3946188340807174,0.5680973734785394,0.3516953925875859,0.5840937253576659,0.3976653696498054,0.5787937743190662
Mendocino County,0.6620370370370371,0.2860887996430165,0.6038478355924792,0.3122868386532575,0.664159128669005,0.30614269891083623
Merced County,0.5169971110847283,0.4630772883770628,0.5139806692848576,0.4347294405380617,0.5410918810262754,0.43512883665963487
Modoc County,0.2792272955343703,0.6971901655795284,0.237570705567133,0.7183685620720452,0.26509912402028585,0.7166897187644076
Mono County,0.5234899328859061,0.4478340451494814,0.5230888630190144,0.4035700426852929,0.5956657265845332,0.3730146949680867
Monterey County,0.6585670258016861,0.3194900792134688,0.6695870743514419,0.2728495179775745,0.6957531539747682,0.28211582307341543
Napa County,0.6174687615984165,0.3602313497463812,0.6476617235659644,0.2957443121332904,0.6907323701505782,0.2866809018052744
Nevada County,0.4620593571798859,0.5085536547433903,0.4870707799627157,0.4415779662036201,0.5497386043233082,0.4245770676691729
Orange County,0.4475377332164905,0.5302888922614473,0.5096015441583128,0.4328010943892407,0.5511400188686173,0.4316323908070564
Placer County,0.3888858104096576,0.5894320205818325,0.4116666223792947,0.5246525655674541,0.45472880685227024,0.5211878289655641
Plumas County,0.4020595968448729,0.5740578439964943,0.365118912797282,0.57519818799547,0.40520611229566456,0.5725835110163469
Riverside County,0.4879493862351858,0.4921428946908792,0.4930337498708739,0.4575933520149409,0.5299822517758263,0.45043346624424285
Sacramento County,0.5696178721430596,0.4063181220850833,0.5855674336828326,0.348695045837023,0.6136908490999458,0.3611424355065503
San Benito County,0.5755410098851189,0.4042212129308041,0.5656998910675382,0.3764978213507625,0.6116373477672531,0.36744040803580724
San Bernardino County,0.5157177463644366,0.4616732995794558,0.5202035651239215,0.425694115716998,0.5420884709922693,0.4355375173468453
San Diego County,0.5153599869001655,0.4643611245173745,0.5607101658575931,0.3823522143506011,0.6022580697524289,0.374655526989078
San Francisco County,0.8343856982209997,0.1328689844652875,0.8553169356273697,0.0944250537237027,0.8527436645634987,0.1272206161575617
San Joaquin County,0.5348392574221021,0.446175135539853,0.5321534055311913,0.4191204988215639,0.5586441688652524,0.419833381291971
San Luis Obispo County,0.4902761124858627,0.4804544333613952,0.5072570991554166,0.4219176032453282,0.5530401237467201,0.4223169945077999
San Mateo County,0.713059571133164,0.2655348560529521,0.7631156465828982,0.1892618996526867,0.7788837273947046,0.20196558489113642
Santa Barbara County,0.5723570278915306,0.4013337951361299,0.6096551052221356,0.3272359703819174,0.6488806119188368,0.328207381370826
Santa Clara County,0.6980843504099152,0.2773044640187762,0.7334801895780614,0.208529799073956,0.7265737982086296,0.2523297457326207
Santa Cruz County,0.751666789676975,0.2107412601175978,0.7504691257961924,0.1775894422468703,0.775044567618051,0.20157948855235858
Shasta County,0.3359878790118438,0.6385876092459489,0.2821484687267415,0.6558838933759682,0.32292787944025836,0.6543487621097955
Sierra County,0.3664980326025857,0.5935919055649241,0.3331485587583148,0.5809312638580931,0.38031746031746033,0.5947936507936508
Siskiyou County,0.4061696658097686,0.5623536132533562,0.3582375478927203,0.5652349263964509,0.40908315565031983,0.5667377398720682
Solano County,0.6294879659365641,0.349034749034749,0.6208874132206459,0.3196367406396409,0.6395489503524736,0.3367131287318237
Sonoma County,0.7084637357885033,0.2598527353218996,0.7072229672071193,0.2280933804705595,0.7453364746581572,0.23047358453991024
Stanislaus County,0.4916376549227127,0.4842570672608272,0.4735399414631647,0.4672699675293484,0.4925678065488933,0.4846748822576742
Sutter County,0.3813607775871926,0.599199542595769,0.3888067304216372,0.5514476321929738,0.4072936210131332,0.5716463414634146
Tehama County,0.3475455174003226,0.6217446416224937,0.2872568306010929,0.6549071038251366,0.3102607847916159,0.6664461543818112
Trinity County,0.4705765407554672,0.4815109343936382,0.3977947413061917,0.5108142493638677,0.31630797211276146,0.664367990300091
Tulare County,0.4007990992970123,0.5792234182776801,0.4030515214384509,0.5483805901337022,0.45020840143837854,0.5283521303258145
Tuolumne County,0.4057311420143278,0.5651074589127687,0.3655419222903885,0.5745569188820723,0.39400019736192887,0.5818558600046051
Ventura County,0.5155483059419873,0.4625448383207605,0.5537496630191535,0.3857464409950598,0.5947224732551373,0.3837420569768487
Yolo County,0.6518041366815963,0.320064415479845,0.6807182505975544,0.2603164569464473,0.6949950649777924,0.2805971376871196
Yuba County,0.3875674595242854,0.5827170364447998,0.3435274005128692,0.5847183968088138,0.37701010507939703,0.593413233961124
Adams County,0.5625127712932289,0.4119694108176723,0.4937673090649536,0.4214532476802284,0.46121040895095616,0.5145091954191248
Alamosa County,0.5669314945285564,0.4036876030580122,0.4593301435406698,0.4394664346817457,0.48142930327868855,0.4883452868852459
Arapahoe County,0.5316393584197593,0.4484152842439135,0.5267558528428093,0.389259314487783,0.60998677834161,0.36358989442662837
Archuleta County,0.3967800180559735,0.5764369545591334,0.3414266117969822,0.5807956104252401,0.40879265091863515,0.5674759405074365
