State,County,per_dem_2000,per_gop_2000,per_dem_2004,per_gop_2004,per_dem_2008,per_gop_2008,per_dem_2012,per_gop_2012,per_dem_2016,per_gop_2016,per_dem_2020,per_gop_2020
MISSISSIPPI,SMITH,0.24816176432573261,0.7411151949431446,0.21010413705304795,0.7832817326438478,0.23776730670802548,0.7569167563647254,0.2443511541618087,0.7468823302298033,0.2120099643214764,0.7772387560282696,0.21508346317391203,0.7755494166259764
MISSISSIPPI,STONE,0.3036393259032422,0.670287885804295,0.26678507945508867,0.7232682047544082,0.2775305891580498,0.7159343705284561,0.265932023013898,0.7195963877859847,0.22327892090379145,0.7531582672063049,0.2287382581508781,0.7570449343017962
MISSISSIPPI,SUNFLOWER,0.5919191912157823,0.4003565057630939,0.6268239670632061,0.3613784535223239,0.7025815698255813,0.2908748652824714,0.7302280007746456,0.2608656926782457,0.7006668048544834,0.29110231267857645,0.7004441682672822,0.2891230241822921
MISSISSIPPI,TALLAHATCHIE,0.550606553411902,0.43961614984679315,0.5481253034440428,0.4422983274755749,0.5929510319327589,0.40242669304863976,0.6087959393990529,0.38428417594297376,0.5684838150451724,0.4194207829311401,0.5461741415194826,0.43764291919499926
MISSISSIPPI,TATE,0.3958357294422688,0.5922006205082243,0.3889646392246481,0.6056722110665647,0.3929777704870177,0.6030948074753791,0.39763017862515704,0.5910043522561629,0.3376623373719254,0.6446202798274531,0.3194836933327093,0.6650118378790103
MISSISSIPPI,TIPPAH,0.3460668804640404,0.6403665349989688,0.32733457661874843,0.6636672877607075,0.2724062724349296,0.7204278733820461,0.25283718872453387,0.7329768651975372,0.1994585812675056,0.7839740110622913,0.19174420887770321,0.7972678669597427
MISSISSIPPI,TISHOMINGO,0.39287757380881355,0.589530891605362,0.339865278212045,0.6476423752019077,0.23661360318787555,0.7536179440983864,0.20703124973912393,0.7728074587036197,0.11934058043323309,0.8560506500345829,0.11588969127173376,0.8681330697437809
MISSISSIPPI,TUNICA,0.6504649169464711,0.3347421794812249,0.6870337453391341,0.3001776188270777,0.7585010391892181,0.2352532957778087,0.793016885456374,0.20150616111020958,0.747687129947611,0.23913652862591384,0.7243121821327563,0.25996631033136913
MISSISSIPPI,UNION,0.3322951344299268,0.6537428840578425,0.26571232447719156,0.7277184030515557,0.24651085948756227,0.7491948131561691,0.24126704774195598,0.7477342712294464,0.17501739720335996,0.8033228942211875,0.1703067096347026,0.8178664347410972
MISSISSIPPI,WALTHALL,0.3996607287537562,0.5896522466672566,0.39479795572875376,0.5996284245244954,0.4459930307833359,0.5488450115513679,0.45318500800796585,0.5364852330333927,0.40323746147819417,0.5862118794822779,0.39823008793618475,0.5927798839826101
MISSISSIPPI,WARREN,0.4019223538624699,0.5848681734495688,0.409802654267633,0.5852264251204322,0.48316366461690374,0.5137039934986853,0.504230751014805,0.4888504508957737,0.47816234009159336,0.503038730684467,0.49598632000380644,0.4923288840106736
MISSISSIPPI,WASHINGTON,0.567710606412205,0.4019532952848356,0.590881118550556,0.3933426571226055,0.672360009883733,0.3245717206215435,0.7091554650219856,0.28663454208134187,0.6763744423914565,0.3116790488489278,0.6943025318223554,0.29431363821950596
MISSISSIPPI,WAYNE,0.38689162831032886,0.6015574294593674,0.37000117231147983,0.6254251194729388,0.3891556618755946,0.6072428965513776,0.4014711571801479,0.5914634140616886,0.36712157478162144,0.6240233351140501,0.36038186121680404,0.6271877479841013
MISSISSIPPI,WEBSTER,0.3137513744471917,0.6752475232667822,0.2634946016323579,0.7333066758630414,0.24802353328181004,0.7486670330048409,0.2273595715946512,0.7627053863914686,0.2010258429650309,0.7843756149450077,0.19332715441459286,0.7953660782291639
MISSISSIPPI,WILKINSON,0.6224987783735999,0.3472425564977,0.6367365527877472,0.356198722980404,0.6899648561304864,0.3045685273241536,0.7030702643662265,0.2915722227661813,0.6773352283609881,0.3124703643611419,0.6661012826118216,0.3208141499374506
MISSISSIPPI,WINSTON,0.43881453102436124,0.5550908215163829,0.4220848428671021,0.5729055632350186,0.45662414086690467,0.539450441080029,0.4687150264841642,0.5257910260191362,0.4335097394060244,0.5528656676580727,0.4374187955419892,0.5534863571313487
MISSISSIPPI,YALOBUSHA,0.5114766631379559,0.4724560052171844,0.4448166128875957,0.5489867684659407,0.4633142178160356,0.5334509623092913,0.4768649661994571,0.5155807357324823,0.42488069701352527,0.5555372707659416,0.4261667935330271,0.5617444520860835
